"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"2372","Cpox",-0.0748694880315366,8.24360756178366,-0.93390847058858,0.366296366606622,0.587815757568557,-5.42599222438455
"1595","Dbr1",0.0918073976281728,1.83445941968352,0.906214330555362,0.380267879240012,0.587815757568557,-5.4266406933357
"3380","Cyp2c67",-0.131290149007629,7.45364938492229,-0.985199208134087,0.341370436501184,0.580386992969578,-5.42730980615233
"1175","Uqcc2",0.0771119304180967,5.71350658532891,1.02190867154031,0.324286441308447,0.566052619730168,-5.42737102886472
"2440","Gpd2",-0.0871299645207078,9.12562798935075,-0.873652576694517,0.397154736627797,0.595652322953623,-5.42830154716364
"1353","Apol9b",0.121911948586424,5.3401142286611,1.00384331054917,0.33261516191948,0.574041793548506,-5.42937690931383
"354","Lrrfip1",0.106228978090993,8.70382922624497,0.896488782635147,0.385259661622138,0.587815757568557,-5.43131976446194
"2378","Cul2",-0.0690808823465332,5.87056554865156,-1.02078142437727,0.324801690721141,0.566052619730168,-5.43255000616341
"768","Pqbp1",0.0771262805490833,6.16137717584856,1.02372334695147,0.323458220131348,0.565824524718988,-5.4337960147107
"1312","Atp5mc2",0.170793614131647,9.13720990781993,0.865386417769548,0.401520557144369,0.60051131403042,-5.43441480218112
"3144","Ostf1",-0.0945015641545135,5.24473618762123,-0.992478099748106,0.337932934236022,0.578406072215987,-5.435051437821
"608","Dctpp1",0.104166220745905,3.90614144282126,0.878530602060103,0.394593353020877,0.593958462430215,-5.43607279412533
"1010","Mapre1",0.0773104523231423,6.41166314793589,1.02103242071087,0.324686912505725,0.566052619730168,-5.43607630470093
"1005","Pawr",0.0968561586954459,5.50209559693321,1.00274580893129,0.333126050391026,0.574178423409566,-5.43786580110913
"528","Rbm10",0.114010822561928,5.92483581666896,1.0159446663517,0.327019223344446,0.567415371337926,-5.43800552974712
"2600","Cnot1",-0.07934408998939,3.53893598296938,-0.836130984372061,0.417227763251989,0.610024375349616,-5.43828926799519
"2292","Ilvbl",-0.0817968224802441,3.5483814598064,-0.836905973589822,0.41680654126551,0.610024375349616,-5.43832347138535
"2404","Paics",-0.0754289882788273,7.91613679037312,-0.941055785982306,0.362748994846254,0.587815757568557,-5.43868161461392
"1617","Aco2",-0.0903721684885124,10.5483270082658,-0.777946187213161,0.449644186664646,0.63436196100496,-5.43912536144114
"2206","Gcat",-0.0905742196450614,7.34670687247964,-0.97884531407547,0.344391365647194,0.58146221979239,-5.43954400594753
"1441","Rbm14",0.0626035534612228,5.7665771565321,1.01037260542464,0.329587385923688,0.569870176773102,-5.43976181062826
"1066","Grcc10",0.0978676452335119,5.04958838921625,0.974347726002248,0.34654114646081,0.581598366294946,-5.43989664708856
"808","Cyc1",0.0894531396678726,8.90005804547549,0.87315583627712,0.397416191899312,0.595660781028457,-5.43990167430716
"292","Tpt1",0.109177190691764,9.36723123691611,0.844790919088192,0.412536769207429,0.607728336997833,-5.43996844031242
"3151","Mrps5",-0.132275496108326,6.46900070902282,-1.01576101509767,0.327103637588861,0.567415371337926,-5.44056627293283
"2458","Faf1",-0.0693308216918851,4.17691419020916,-0.901903796236705,0.382474857014437,0.587815757568557,-5.44121158244912
"1949","Ppp5c",-0.0780850102162152,5.4084101894203,-0.994525418223171,0.336970539146455,0.577288215986103,-5.44158242015174
"753","Stk24",0.107039487864101,5.96312287561592,1.01262817084678,0.328546052414797,0.569025381281715,-5.4417885189664
"2162","Btd",-0.0740329807766962,4.87515687959972,-0.95975111275175,0.353583394750088,0.587815757568557,-5.44179476379669
"2321","Lman1",-0.0712549908372253,9.40384300174319,-0.839524741232742,0.415385251625239,0.609577146192086,-5.44239550266573
"2744","Parl",-0.0946766683763025,5.75158640245358,-1.00513615842096,0.332014060775659,0.573269421311533,-5.44431962010208
"897","Dut",0.0839817941112617,4.74193848341887,0.945353166787445,0.360627644639317,0.587815757568557,-5.44547314417991
"1415","Eloa",0.0715645306661803,3.51930890457873,0.824019961833155,0.423846516313733,0.614958263992355,-5.44699859470961
"2280","Opa1",-0.0745487463077712,8.57160502424656,-0.884674593875289,0.39138305682929,0.590110603549102,-5.4483652438697
"1371","Diaph1",0.0641814988663363,7.25036127573563,0.974835993729313,0.346307303329537,0.581598366294946,-5.44872889037566
"2290","Arhgap17",-0.0855973259112925,4.26634372512536,-0.900304357291477,0.383295978554399,0.587815757568557,-5.44981777256591
"2194","Snrpd2",-0.0771905514843061,6.44789256983405,-1.00592617169027,0.331647133272735,0.572900855394317,-5.45001172479289
"2949","Gk",-0.0848266564522095,8.96162202530318,-0.854982625696833,0.407060690536221,0.604444668305029,-5.45118206082588
"2014","Pdha1",-0.079417535960479,8.95686877174046,-0.854741194994446,0.407189853926072,0.604444668305029,-5.45161550584087
"1571","Sec61g",0.0776352872622188,3.55969685004067,0.820807956423766,0.425613291067917,0.616058323209203,-5.45178903821709
"1292","Aldh1a3",0.0808607838776854,3.39190498031384,0.810600792314093,0.431259412675873,0.620185081474691,-5.45239407423818
"911","Pcnp",0.130578696258719,7.04611895556175,0.982349218496329,0.342723113912076,0.580482404053361,-5.45271796842836
"3348","Trip4",-0.110841544673252,2.82464710534664,-0.839158798514689,0.415583669182657,0.609577146192086,-5.45421075067185
"3614","Mblac1",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3615","Mbd2",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3616","Ilf2",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3617","Zbtb7a",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3618","Hmga2",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3619","Skic8",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3620","Fip1l1",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3621","Magi1",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3622","Herpud1",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3623","Srrm1",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3624","Myo1c",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3625","Galnt2",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3626","Nme6",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3627","Cops7a",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3628","Bag5",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3629","Mul1",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3630","Epb41l2",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3631","Irf2bpl",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3632","Hint3",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3633","Sema4g",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
"3634","Gkap1",0.0787153167428275,0.714527940229073,0.89180765892056,0.387678112813766,0.587815757568557,-5.4544087188913
